,cluster,Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01001558,3,2
E01001559,3,2
E01001560,3,2
E01001562,3,1
E01001563,8,6
E01001564,1,8
E01001565,1,6
E01001566,6,7
E01001567,1,9
E01001568,1,8
E01001569,1,8
E01001570,6,5
E01001571,8,5
E01001572,6,6
E01001573,8,6
E01001574,4,2
E01001575,9,1
E01001576,4,2
E01001577,3,2
E01001578,3,3
E01001579,3,2
E01001580,1,8
E01001581,8,5
E01001582,8,4
E01001583,1,7
E01001584,1,8
E01001585,7,7
E01001586,3,4
E01001587,1,7
E01001588,3,2
E01001589,3,3
E01001590,8,5
E01001591,3,3
E01001592,8,6
E01001593,7,7
E01001594,4,2
E01001595,3,4
E01001596,7,8
E01001597,6,6
E01001598,6,7
E01001599,6,6
E01001600,6,7
E01001601,1,8
E01001602,4,3
E01001603,4,2
E01001604,6,7
E01001605,7,9
E01001606,7,9
E01001607,8,5
E01001608,1,6
E01001609,8,4
E01001610,6,7
E01001611,6,5
E01001613,6,5
E01001614,7,9
E01001615,8,5
E01001617,7,8
E01001618,5,4
E01001619,6,6
E01001620,3,3
E01001621,3,3
E01001623,3,4
E01001624,5,4
E01001625,3,2
E01001629,3,3
E01001631,3,2
E01001632,6,5
E01001633,3,2
E01001634,4,2
E01001635,8,4
E01001636,3,4
E01001637,3,3
E01001638,3,3
E01001640,3,3
E01001641,8,6
E01001642,7,7
E01001644,8,6
E01001645,3,3
E01001646,3,4
E01001647,8,4
E01001648,1,5
E01001649,3,2
E01001650,3,3
E01001651,3,2
E01001652,8,6
E01001653,3,2
E01001654,3,2
E01001655,4,2
E01001656,6,5
E01001657,7,8
E01001658,1,5
E01001659,8,5
E01001660,3,2
E01001661,3,2
E01001662,8,4
E01001664,8,5
E01001665,8,6
E01001666,8,4
E01001667,4,2
E01001668,3,3
E01001669,3,3
E01001671,5,4
E01001672,3,3
E01001673,3,2
E01001674,8,4
E01001675,3,3
E01001676,3,3
E01001677,6,5
E01001678,6,7
E01001679,1,7
E01001680,1,8
E01001681,6,5
E01001682,6,5
E01001683,5,4
E01001684,5,4
E01001685,6,6
E01001686,6,5
E01001687,3,2
E01001688,3,3
E01001690,3,3
E01001692,3,3
E01001693,3,2
E01001694,3,4
E01001695,3,2
E01001696,3,2
E01001697,3,2
E01001698,3,3
E01001699,6,4
E01001700,3,3
E01001701,3,3
E01001702,3,2
E01001703,3,3
E01001704,8,4
E01001705,3,3
E01001706,4,2
E01001708,6,5
E01001709,3,2
E01001710,4,2
E01001711,3,3
E01001712,3,3
E01001713,3,2
E01001714,3,1
E01001715,3,3
E01001716,3,2
E01001717,3,3
E01001718,2,5
E01001719,3,2
E01001720,2,5
E01001722,3,3
E01001723,2,4
E01001724,2,4
E01001725,3,3
E01001726,3,3
E01001727,2,4
E01001728,3,3
E01001729,3,2
E01001730,3,1
E01001731,3,3
E01001732,3,2
E01001733,3,3
E01001734,3,2
E01001735,3,2
E01001736,8,5
E01001737,8,4
E01001738,8,4
E01001739,3,4
E01001740,3,1
E01001741,8,5
E01001742,3,3
E01001744,3,3
E01001745,3,2
E01001746,3,2
E01001747,3,3
E01001748,3,3
E01001749,3,3
E01001750,3,2
E01001751,2,5
E01001752,2,3
E01001753,3,2
E01001754,2,3
E01001755,3,2
E01001756,2,4
E01001757,3,3
E01001758,3,2
E01001759,3,3
E01001760,3,2
E01001761,9,1
E01001762,3,3
E01001763,2,4
E01001764,3,3
E01001765,4,2
E01001767,3,2
E01001768,8,4
E01001769,3,3
E01001770,3,2
E01001772,3,2
E01001773,3,2
E01001774,3,3
E01001775,3,2
E01001776,3,1
E01001777,3,2
E01001779,3,3
E01001780,3,2
E01001781,4,1
E01001782,2,5
E01001783,3,2
E01001784,3,3
E01001785,3,3
E01001786,3,2
E01001787,4,2
E01001788,4,2
E01001789,3,3
E01001790,9,1
E01001791,3,3
E01001792,3,3
E01001793,3,4
E01001794,2,4
E01001795,3,3
E01001796,2,3
E01001798,3,1
E01001799,2,4
E01001800,4,2
E01001801,3,3
E01001802,3,2
E01001803,1,6
E01001804,3,4
E01001805,8,3
E01001806,3,3
E01001807,3,3
E01001808,2,3
E01001809,3,3
E01001811,9,1
E01001812,3,3
E01001813,3,1
E01001814,3,3
E01001815,3,2
E01001816,3,4
E01001819,3,3
E01001820,3,2
E01001821,3,2
E01001822,4,1
E01001823,3,3
E01001824,3,2
E01001825,6,3
E01001826,3,2
E01001827,3,2
E01001828,3,2
E01001829,2,6
E01001830,3,3
E01001831,3,3
E01001832,8,3
E01001833,3,3
E01001834,3,3
E01001835,8,5
E01001836,3,4
E01001837,1,6
E01001838,9,1
E01001839,3,2
E01001840,3,2
E01001841,3,3
E01001842,3,2
E01001843,3,3
E01001844,8,3
E01001845,9,1
E01001846,4,1
E01001847,9,1
E01001848,3,2
E01001849,3,2
E01001850,4,2
E01001851,7,7
E01001852,8,6
E01001853,8,5
E01001854,8,5
E01001855,8,5
E01001856,3,3
E01001857,3,2
E01001858,3,3
E01001859,3,5
E01001860,3,3
E01001861,3,3
E01001862,3,3
E01001863,8,5
E01001864,3,3
E01001865,6,7
E01001866,8,7
E01001867,1,7
E01001868,3,2
E01001869,8,6
E01001870,2,6
E01001871,1,7
E01001872,2,6
E01001873,8,4
E01001874,3,4
E01001875,3,2
E01001876,3,2
E01001877,3,2
E01001878,3,2
E01001879,5,4
E01001880,8,5
E01001881,8,6
E01001882,8,7
E01001883,5,4
E01001884,8,4
E01001885,9,1
E01001886,3,4
E01001887,3,4
E01001888,7,8
E01001889,8,5
E01001890,2,7
E01001891,1,7
E01001892,3,3
E01001893,3,2
E01001894,3,3
E01001895,8,5
E01001896,8,4
E01001897,8,6
E01001898,8,4
E01001899,4,2
E01001900,4,2
E01001901,7,8
E01001902,6,6
E01001903,3,4
E01001904,7,8
E01001905,7,9
E01001906,7,8
E01001907,7,7
E01001908,2,6
E01001909,8,4
E01001910,2,5
E01001911,3,2
E01001912,3,2
E01001913,1,8
E01001914,8,5
E01001915,8,7
E01001916,7,9
E01001917,8,6
E01001918,7,8
E01001919,7,8
E01001920,3,3
E01001921,8,5
E01001922,7,7
E01001923,8,6
E01001924,7,8
E01001925,7,8
E01001926,7,9
E01001927,7,8
E01001928,8,5
E01001929,7,7
E01001930,8,3
E01001931,8,5
E01001932,8,4
E01001933,8,5
E01001934,3,4
E01001935,6,6
E01001937,7,7
E01001938,3,3
E01001939,6,5
E01001940,3,2
E01001941,3,3
E01001942,8,4
E01001943,3,3
E01001944,9,2
E01001945,8,4
E01001946,5,4
E01001947,4,2
E01001948,8,6
E01001949,7,9
E01001950,7,8
E01001951,8,6
E01001952,8,6
E01001953,8,4
E01001954,3,3
E01001955,3,2
E01001956,3,3
E01001957,4,2
E01001958,4,2
E01001959,3,2
E01001960,8,5
E01001961,4,2
E01001962,1,6
E01001963,7,9
E01001964,1,6
E01001965,1,8
E01001966,7,7
E01001967,7,8
E01001968,1,8
E01001969,3,3
E01001970,3,3
E01001971,3,2
E01001972,3,4
E01001973,8,5
E01001974,2,5
E01001975,8,5
E01001976,3,2
E01001977,3,2
E01001978,3,2
E01001979,3,2
E01001980,3,3
E01001981,3,3
E01001982,3,3
E01001983,3,3
E01001984,8,5
E01001985,1,8
E01001986,1,7
E01001987,1,8
E01001988,8,6
E01001989,8,6
E01001990,2,6
E01001991,2,6
E01001992,1,9
E01001993,7,9
E01001994,1,8
E01001995,3,4
E01001996,1,8
E01001997,2,6
E01001998,2,6
E01001999,8,3
E01002000,8,5
E01002001,8,5
E01002002,3,2
E01002003,3,2
E01002004,8,5
E01002005,2,6
E01002006,2,6
E01002007,1,7
E01002008,1,8
E01002009,2,7
E01002010,6,5
E01002011,8,5
E01002013,1,7
E01002014,8,4
E01002015,3,4
E01002016,8,4
E01002017,8,4
E01002018,3,3
E01002019,7,9
E01002020,8,6
E01002021,1,8
E01002022,1,6
E01002023,8,6
E01002024,8,5
E01002025,1,9
E01002026,4,1
E01002027,3,3
E01002028,8,3
E01002029,3,2
E01002030,8,4
E01002031,3,3
E01002032,3,2
E01002033,3,2
E01002034,9,1
E01002036,9,1
E01002037,3,1
E01002038,4,1
E01002039,9,1
E01002040,4,1
E01002041,3,2
E01002042,8,5
E01002043,3,3
E01002044,8,4
E01002045,3,3
E01002046,3,3
E01002047,8,4
E01002048,8,4
E01002049,3,3
E01002050,6,4
E01002051,3,2
E01002052,3,3
E01002053,3,2
E01002054,3,2
E01002055,8,4
E01002056,3,3
E01002057,3,4
E01002058,8,4
E01002059,8,5
E01002060,1,7
E01002061,1,7
E01002062,8,6
E01002063,8,4
E01002064,3,3
E01002065,8,3
E01002066,9,1
E01002067,3,2
E01002068,3,3
E01002069,3,2
E01002070,8,4
E01002071,9,1
E01002072,3,2
E01002073,3,2
E01002074,3,2
E01002075,3,2
E01002076,3,2
E01002077,3,2
E01002078,3,2
E01002079,3,4
E01002080,3,3
E01002081,3,1
E01002082,10,1
E01002083,8,5
E01002084,3,3
E01002085,3,3
E01002086,3,3
E01002087,3,2
E01002088,8,4
E01002089,9,1
E01002090,3,2
E01002091,3,2
E01002092,3,2
E01002093,4,1
E01002094,3,2
E01002095,3,1
E01002096,3,2
E01002097,3,2
E01002098,8,4
E01002099,3,2
E01002100,3,2
E01002101,2,4
E01002102,3,3
E01002103,8,4
E01002104,3,4
E01002105,3,3
E01002106,1,8
E01002107,7,9
E01002108,1,9
E01002109,1,8
E01002110,1,9
E01002111,1,6
E01002112,7,9
E01002113,6,6
E01002114,2,4
E01002115,1,7
E01002116,1,9
E01002117,1,6
E01002118,1,5
E01002119,6,5
E01002120,3,3
E01002121,1,7
E01002122,1,6
E01002123,1,6
E01002124,1,6
E01002125,1,6
E01002126,1,6
E01002127,1,7
E01002128,6,5
E01002129,6,5
E01002130,3,4
E01002131,3,3
E01002132,1,8
E01002133,3,3
E01002134,1,8
E01002135,1,6
E01002136,1,7
E01002137,7,10
E01002138,6,6
E01002139,3,3
E01002140,6,5
E01002141,6,6
E01002142,1,6
E01002143,6,5
E01002144,1,7
E01002145,6,6
E01002146,7,10
E01002147,1,8
E01002148,1,8
E01002149,1,10
E01002150,1,8
E01002151,3,2
E01002152,1,9
E01002153,7,10
E01002154,1,7
E01002155,1,9
E01002156,7,9
E01002157,1,8
E01002158,1,9
E01002159,6,7
E01002160,1,7
E01002161,6,6
E01002162,2,5
E01002163,1,8
E01002164,1,8
E01002165,1,6
E01002166,1,7
E01002167,2,5
E01002168,3,4
E01002169,1,5
E01002170,1,6
E01002171,1,7
E01002172,1,7
E01002173,1,7
E01002174,1,8
E01002175,1,7
E01002176,1,7
E01002177,1,7
E01002178,1,8
E01002179,3,5
E01002180,3,3
E01002181,1,7
E01002182,1,6
E01002183,6,5
E01002184,1,5
E01002185,3,3
E01002186,6,5
E01002187,1,7
E01002188,7,10
E01002189,1,10
E01002190,1,9
E01002191,1,9
E01002192,1,9
E01002193,1,8
E01002194,7,10
E01002195,7,10
E01002196,1,10
E01002197,1,7
E01002198,1,7
E01002199,1,8
E01002200,1,6
E01002201,1,8
E01002202,2,5
E01002203,1,7
E01002204,1,7
E01002206,6,6
E01002207,1,7
E01002208,1,10
E01002209,1,8
E01002210,1,9
E01002211,3,3
E01002212,6,5
E01002213,2,5
E01002214,6,5
E01002215,3,3
E01002216,1,7
E01002217,3,3
E01002218,1,6
E01002219,6,5
E01002220,6,6
E01002221,6,6
E01002222,1,7
E01002223,1,6
E01002224,3,4
E01002225,1,9
E01002226,1,7
E01002227,3,2
E01002228,1,7
E01002229,2,5
E01002230,1,8
E01002231,3,4
E01002232,6,5
E01002233,3,4
E01002234,6,5
E01002235,3,3
E01002236,6,5
E01002237,2,5
E01002238,1,8
E01002239,1,8
E01002240,6,5
E01002241,3,4
E01002242,1,9
E01002243,3,3
E01002244,6,5
E01002245,8,5
E01002246,6,6
E01002247,6,5
E01002248,5,5
E01002249,8,5
E01002250,8,4
E01002251,3,4
E01002252,7,8
E01002253,7,10
E01002254,7,10
E01002255,1,9
E01002256,7,9
E01002257,7,10
E01002258,6,6
E01002259,7,9
E01002260,7,7
E01002261,6,7
E01002262,6,6
E01002263,7,9
E01002264,4,3
E01002265,6,7
E01002266,6,6
E01002267,5,4
E01002268,6,7
E01002269,7,8
E01002270,1,9
E01002271,1,9
E01002272,7,8
E01002273,1,8
E01002274,7,9
E01002275,7,9
E01002276,3,3
E01002277,5,2
E01002278,4,3
E01002279,5,4
E01002280,9,1
E01002281,4,2
E01002282,4,2
E01002283,5,3
E01002284,5,3
E01002285,7,9
E01002286,7,10
E01002287,7,8
E01002288,7,9
E01002289,7,8
E01002290,7,9
E01002291,7,8
E01002292,6,5
E01002293,6,6
E01002294,7,8
E01002295,6,6
E01002296,1,7
E01002297,4,2
E01002298,6,7
E01002299,6,5
E01002300,7,8
E01002301,6,7
E01002302,6,5
E01002303,3,3
E01002304,6,4
E01002305,6,5
E01002306,5,3
E01002307,6,5
E01002308,5,4
E01002309,5,4
E01002310,4,2
E01002311,5,4
E01002312,3,3
E01002313,3,4
E01002314,4,2
E01002315,5,4
E01002316,4,2
E01002317,7,10
E01002318,7,9
E01002319,6,6
E01002320,7,8
E01002321,7,8
E01002322,7,9
E01002323,1,7
E01002324,6,4
E01002325,5,3
E01002326,6,5
E01002327,6,6
E01002328,7,8
E01002329,6,6
E01002330,6,5
E01002331,6,6
E01002332,6,6
E01002333,7,9
E01002334,1,7
E01002335,6,6
E01002336,6,7
E01002337,1,7
E01002338,6,7
E01002339,7,10
E01002340,7,8
E01002341,7,8
E01002342,6,5
E01002343,6,7
E01002344,6,5
E01002345,3,3
E01002346,5,4
E01002347,6,6
E01002348,7,8
E01002349,6,7
E01002350,5,4
E01002351,7,7
E01002352,6,5
E01002353,1,6
E01002354,7,10
E01002355,7,9
E01002356,3,2
E01002358,6,6
E01002359,7,9
E01002360,6,7
E01002361,6,5
E01002362,7,9
E01002363,6,5
E01002364,7,9
E01002365,6,7
E01002366,7,8
E01002367,7,8
E01002368,4,2
E01002369,6,5
E01002370,3,3
E01002371,6,6
E01002372,7,8
E01002373,6,7
E01002374,6,6
E01002375,5,3
E01002376,7,9
E01002377,6,7
E01002378,7,9
E01002379,7,9
E01002380,6,6
E01002381,6,7
E01002382,7,9
E01002383,1,9
E01002384,7,9
E01002385,1,7
E01002386,7,9
E01002387,7,10
E01002388,7,10
E01002389,7,10
E01002390,7,10
E01002391,1,8
E01002392,3,2
E01002393,8,4
E01002394,6,5
E01002395,6,5
E01002396,3,3
E01002397,3,4
E01002398,8,5
E01002399,6,5
E01002400,3,3
E01002401,5,3
E01002402,5,4
E01002403,5,3
E01002404,3,3
E01002405,6,4
E01002406,3,4
E01002407,2,4
E01002408,3,3
E01002409,6,4
E01002410,6,6
E01002411,6,4
E01002412,1,7
E01002413,3,3
E01002414,1,8
E01002415,7,9
E01002416,7,9
E01002417,7,9
E01002418,6,7
E01002419,7,10
E01002420,6,7
E01002421,7,8
E01002422,6,6
E01002423,6,7
E01002424,6,7
E01002425,6,4
E01002426,6,5
E01002427,1,7
E01002428,1,7
E01002429,3,3
E01002430,7,9
E01002431,7,10
E01002432,7,9
E01002433,6,6
E01002434,7,10
E01002435,7,10
E01002436,7,8
E01002437,1,10
E01002438,1,7
E01002439,6,6
E01002440,6,5
E01002441,5,4
E01002442,5,4
E01002443,2,5
E01002444,2,4
E01002445,5,3
E01002446,8,4
E01002447,2,4
E01002448,8,5
E01002449,2,5
E01002450,7,9
E01002451,7,9
E01002452,7,8
E01002453,7,8
E01002454,6,5
E01002455,6,5
E01002456,6,5
E01002457,5,3
E01002458,1,9
E01002459,7,10
E01002460,7,9
E01002461,1,8
E01002462,1,9
E01002463,1,9
E01002464,7,9
E01002465,7,8
E01002466,7,9
E01002467,7,10
E01002468,7,9
E01002469,7,9
E01002470,7,8
E01002471,7,9
E01002472,7,9
E01002473,1,6
E01002474,1,8
E01002475,6,6
E01002476,7,10
E01002477,7,8
E01002478,7,9
E01002479,6,5
E01002480,7,10
E01002481,6,5
E01002482,7,10
E01002483,7,8
E01002484,6,5
E01002485,6,6
E01002486,3,4
E01002487,3,4
E01002488,6,5
E01002489,6,6
E01002490,8,4
E01002491,3,4
E01002492,6,5
E01002493,3,3
E01002494,1,8
E01002495,1,8
E01002496,6,6
E01002497,6,6
E01002498,7,9
E01002499,1,7
E01002501,6,5
E01002502,3,3
E01002503,3,3
E01002504,3,4
E01002505,3,2
E01002506,3,3
E01002507,8,5
E01002508,3,2
E01002509,1,9
E01002511,3,4
E01002512,7,9
E01002513,6,7
E01002514,1,7
E01002515,8,4
E01002516,7,9
E01002518,7,8
E01002519,3,3
E01002520,6,5
E01002521,3,3
E01002523,1,6
E01002525,8,5
E01002526,3,3
E01002527,5,3
E01002528,3,2
E01002529,6,5
E01002530,4,2
E01002531,6,6
E01002532,3,3
E01002533,6,6
E01002534,7,8
E01002535,7,9
E01002536,7,8
E01002537,7,9
E01002538,6,7
E01002539,7,9
E01002540,3,3
E01002541,1,6
E01002542,3,3
E01002543,3,3
E01002544,1,6
E01002545,3,2
E01002546,2,5
E01002547,3,4
E01002548,3,3
E01002549,6,5
E01002550,3,3
E01002551,6,4
E01002552,5,3
E01002553,3,2
E01002554,3,3
E01002555,1,6
E01002556,6,6
E01002557,3,4
E01002558,6,4
E01002559,3,4
E01002560,5,3
E01002561,3,2
E01002562,3,3
E01002563,2,6
E01002564,3,2
E01002565,2,5
E01002566,3,2
E01002567,8,5
E01002568,3,3
E01002569,1,8
E01002570,1,7
E01002571,7,10
E01002572,3,3
E01002573,2,7
E01002574,1,8
E01002575,7,9
E01002576,8,4
E01002577,1,7
E01002578,7,8
E01002579,1,8
E01002580,8,4
E01002581,1,7
E01002582,7,7
E01002583,2,4
E01002584,2,5
E01002585,3,3
E01002586,2,6
E01002587,3,4
E01002588,3,2
E01002589,3,4
E01002590,6,5
E01002591,6,4
E01002592,3,4
E01002593,8,4
E01002594,6,4
E01002595,3,3
E01002596,3,4
E01002598,8,4
E01002599,3,4
E01002600,5,3
E01002601,1,6
E01002602,1,6
E01002603,3,3
E01002604,3,2
E01002605,3,3
E01002606,3,2
E01002607,6,5
E01002608,3,3
E01002609,1,6
E01002610,5,3
E01002611,8,5
E01002612,3,3
E01002613,6,5
E01002614,1,6
E01002615,3,2
E01002616,6,6
E01002617,1,7
E01002618,6,6
E01002619,1,5
E01002620,3,4
E01002621,8,5
E01002622,8,4
E01002623,3,3
E01002624,2,4
E01002625,6,6
E01002626,8,5
E01002627,3,3
E01002628,8,6
E01002629,8,4
E01002630,2,6
E01002631,3,4
E01002632,8,5
E01002633,3,2
E01002634,3,3
E01002635,8,5
E01002636,1,6
E01002637,3,3
E01002638,3,3
E01002639,1,6
E01002640,1,5
E01002641,8,4
E01002642,2,5
E01002643,8,4
E01002645,8,4
E01002646,3,3
E01002647,3,4
E01002648,1,5
E01002649,3,3
E01002650,3,4
E01002651,8,5
E01002652,8,5
E01002653,1,6
E01002654,1,6
E01002655,1,7
E01002656,1,6
E01002657,1,8
E01002658,1,8
E01002659,1,6
E01002660,8,5
E01002661,1,6
E01002662,2,6
E01002663,6,4
E01002664,3,3
E01002665,3,4
E01002666,6,5
E01002667,6,5
E01002668,6,6
E01002669,3,2
E01002670,1,6
E01002671,8,5
E01002672,3,3
E01002673,9,1
E01002674,1,6
E01002675,1,7
E01002676,1,6
E01002677,8,5
E01002678,1,7
E01002679,1,7
E01002680,1,6
E01002681,3,4
E01002682,8,5
E01002683,1,7
E01002684,8,4
E01002686,3,2
E01002687,1,7
E01002689,6,5
E01002690,1,8
E01002691,1,8
E01002692,2,6
E01002693,8,6
E01002694,4,2
E01002695,8,4
E01002696,8,5
E01002697,3,3
E01002698,6,6
E01002699,8,5
E01002700,8,7
E01002701,3,3
E01002702,3,3
E01002703,3,3
E01002704,3,4
E01002706,8,4
E01002707,8,4
E01002708,3,3
E01002709,3,2
E01002710,3,3
E01002711,8,4
E01002712,5,3
E01002713,4,1
E01002714,1,7
E01002715,4,2
E01002716,3,2
E01002717,8,4
E01002718,8,5
E01002719,8,6
E01002720,4,2
E01002721,5,3
E01002722,4,2
E01002723,3,3
E01002724,2,6
E01002725,3,3
E01002726,3,4
E01002727,8,4
E01002728,8,3
E01002729,3,3
E01002730,8,3
E01002731,8,4
E01002732,9,1
E01002733,8,5
E01002734,3,2
E01002735,3,2
E01002736,9,1
E01002737,4,2
E01002738,8,4
E01002739,8,6
E01002740,8,6
E01002741,4,2
E01002742,8,6
E01002743,8,5
E01002744,6,5
E01002745,6,6
E01002747,6,7
E01002748,3,2
E01002749,8,4
E01002751,3,2
E01002752,5,4
E01002753,3,3
E01002754,8,6
E01002755,4,2
E01002756,3,3
E01002757,5,4
E01002758,9,1
E01002759,8,5
E01002760,4,2
E01002762,8,5
E01002763,3,3
E01002764,3,3
E01002765,3,3
E01002766,3,3
E01002767,3,2
E01002768,3,3
E01002769,8,5
E01002770,8,3
E01002771,3,3
E01002772,3,3
E01002773,9,1
E01002774,3,3
E01002775,8,4
E01002776,3,3
E01002777,8,3
E01002778,4,2
E01002779,8,5
E01002780,3,4
E01002781,3,3
E01002782,4,2
E01002783,9,1
E01002784,3,2
E01002785,8,5
E01002786,3,2
E01002787,3,3
E01002788,8,6
E01002789,8,7
E01002790,4,2
E01002791,7,7
E01002792,8,6
E01002793,3,2
E01002794,8,4
E01002795,8,4
E01002796,8,4
E01002797,3,3
E01002798,8,5
E01002799,3,3
E01002800,3,2
E01002801,8,6
E01002802,8,4
E01002803,8,4
E01002804,4,2
E01002805,8,4
E01002806,3,3
E01002807,3,3
E01002808,3,4
E01002809,3,3
E01002810,3,2
E01002811,4,2
E01002812,2,7
E01002813,1,8
E01002814,3,4
E01002815,2,5
E01002816,2,7
E01002817,1,8
E01002818,2,7
E01002819,2,8
E01002820,1,8
E01002821,2,8
E01002822,2,7
E01002823,3,3
E01002824,2,8
E01002825,1,8
E01002826,2,8
E01002827,2,7
E01002828,2,6
E01002829,3,2
E01002830,3,2
E01002831,3,2
E01002832,3,3
E01002833,8,5
E01002834,2,6
E01002835,2,8
E01002836,1,8
E01002837,2,7
E01002838,2,8
E01002839,2,4
E01002840,3,2
E01002841,3,4
E01002842,9,1
E01002843,4,2
E01002844,2,6
E01002845,2,5
E01002846,3,3
E01002847,2,4
E01002848,3,3
E01002849,2,6
E01002850,2,4
E01002851,3,2
E01002852,3,2
E01002853,9,1
E01002854,9,1
E01002855,9,1
E01002856,3,2
E01002857,10,1
E01002858,2,4
E01002859,2,8
E01002860,2,7
E01002861,2,6
E01002862,3,4
E01002863,1,8
E01002864,1,8
E01002865,1,9
E01002866,2,5
E01002867,2,4
E01002868,1,8
E01002869,2,5
E01002870,4,2
E01002871,2,7
E01002872,3,2
E01002873,8,5
E01002874,2,5
E01002875,2,6
E01002876,8,5
E01002877,3,2
E01002878,3,2
E01002879,3,2
E01002880,4,1
E01002881,4,2
E01002882,2,6
E01002883,2,7
E01002884,2,4
E01002885,2,5
E01002886,2,6
E01002887,2,7
E01002888,2,8
E01002889,1,9
E01002890,1,8
E01002891,1,8
E01002892,1,9
E01002893,2,4
E01002894,8,5
E01002895,1,8
E01002896,1,8
E01002897,2,6
E01002898,1,8
E01002899,8,5
E01002900,1,9
E01002901,2,6
E01002902,1,8
E01002903,1,9
E01002904,9,1
E01002905,3,1
E01002906,3,3
E01002907,9,1
E01002908,8,3
E01002909,3,3
E01002910,2,6
E01002911,2,7
E01002912,2,7
E01002913,8,5
E01002914,1,8
E01002915,1,9
E01002916,7,9
E01002917,7,10
E01002918,7,7
E01002919,1,6
E01002920,7,10
E01002921,6,6
E01002922,1,8
E01002923,3,3
E01002924,7,10
E01002925,1,7
E01002926,1,9
E01002927,1,7
E01002928,8,6
E01002929,7,8
E01002930,1,8
E01002931,7,7
E01002932,3,3
E01002933,6,6
E01002934,7,10
E01002935,7,9
E01002937,7,10
E01002938,7,10
E01002939,6,7
E01002940,6,5
E01002941,1,8
E01002942,7,8
E01002943,6,6
E01002944,1,7
E01002945,7,8
E01002946,1,8
E01002947,7,9
E01002948,6,5
E01002949,7,8
E01002950,6,5
E01002951,7,10
E01002952,1,9
E01002953,1,9
E01002954,6,7
E01002955,1,6
E01002956,1,9
E01002957,6,6
E01002958,7,9
E01002959,7,10
E01002960,7,9
E01002961,7,9
E01002962,1,7
E01002963,1,8
E01002964,8,6
E01002965,1,7
E01002966,7,8
E01002967,7,10
E01002968,1,6
E01002969,4,2
E01002970,6,5
E01002971,1,7
E01002972,1,7
E01002973,3,4
E01002974,6,7
E01002975,1,7
E01002976,1,9
E01002977,6,5
E01002978,7,9
E01002979,7,8
E01002980,7,9
E01002981,1,7
E01002982,1,7
E01002983,1,9
E01002984,8,6
E01002985,1,7
E01002986,1,7
E01002987,6,5
E01002988,1,9
E01002989,7,8
E01002990,1,9
E01002991,1,9
E01002992,1,9
E01002993,1,8
E01002994,1,9
E01002995,7,10
E01002996,7,9
E01002997,7,9
E01002998,6,6
E01002999,6,6
E01003000,6,5
E01003001,7,7
E01003002,6,6
E01003003,8,6
E01003004,1,8
E01003005,7,9
E01003006,7,9
E01003007,7,10
E01003008,7,10
E01003009,1,8
E01003010,7,10
E01003011,7,9
E01003013,2,7
E01003014,8,4
E01003015,3,3
E01003016,1,7
E01003017,8,4
E01003018,8,4
E01003019,8,5
E01003020,8,4
E01003021,3,2
E01003022,8,5
E01003023,8,5
E01003024,3,3
E01003025,8,4
E01003026,8,6
E01003027,7,8
E01003028,8,5
E01003029,8,5
E01003030,8,6
E01003031,8,4
E01003032,3,3
E01003033,8,6
E01003034,8,5
E01003035,8,4
E01003036,8,4
E01003037,4,2
E01003038,8,6
E01003039,7,8
E01003040,8,5
E01003041,3,2
E01003042,8,4
E01003043,8,4
E01003044,4,2
E01003045,3,2
E01003046,3,2
E01003047,3,2
E01003048,4,2
E01003049,3,2
E01003050,8,3
E01003051,3,2
E01003052,3,2
E01003053,8,4
E01003054,8,4
E01003055,8,2
E01003056,8,3
E01003057,4,2
E01003058,8,4
E01003059,3,2
E01003060,3,2
E01003061,8,2
E01003062,8,4
E01003063,3,2
E01003064,1,7
E01003065,4,2
E01003066,4,2
E01003067,8,5
E01003068,3,3
E01003069,3,3
E01003070,4,2
E01003071,8,6
E01003072,8,6
E01003073,3,3
E01003074,8,4
E01003075,4,2
E01003076,8,5
E01003077,8,5
E01003078,7,8
E01003079,3,3
E01003080,8,5
E01003081,3,3
E01003082,3,3
E01003083,8,5
E01003084,8,5
E01003085,8,6
E01003086,3,3
E01003087,4,2
E01003088,3,3
E01003089,3,3
E01003090,8,4
E01003091,8,4
E01003092,4,2
E01003093,3,2
E01003094,3,3
E01003095,8,5
E01003096,8,4
E01003097,3,3
E01003098,8,4
E01003099,8,3
E01003100,2,6
E01003101,3,3
E01003102,8,4
E01003104,8,4
E01003105,3,3
E01003106,8,3
E01003107,8,6
E01003108,3,3
E01003109,8,3
E01003110,8,6
E01003111,3,2
E01003112,3,3
E01003113,8,4
E01003114,8,4
E01003115,8,5
E01003116,2,5
E01003117,8,4
E01003118,8,4
E01003119,8,4
E01003120,8,3
E01003121,3,3
E01003122,8,4
E01003123,8,5
E01003124,8,3
E01003125,3,3
E01003126,3,3
E01003127,8,4
E01003128,3,2
E01003129,8,4
E01003130,8,6
E01003131,8,5
E01003132,3,3
E01003133,8,4
E01003134,8,5
E01003135,8,3
E01003136,2,4
E01003137,3,3
E01003138,7,8
E01003139,1,7
E01003140,6,6
E01003141,8,4
E01003142,8,5
E01003143,3,3
E01003144,8,6
E01003145,8,4
E01003146,3,4
E01003147,8,5
E01003148,8,5
E01003149,2,6
E01003150,3,4
E01003151,3,3
E01003152,2,7
